V1,V2,V3,V4,V5,V6
123.693214210708,596.654488815516,289.235505971508,292.03884200025,275.657212849751,318.020514093728
124.478289642864,578.659748987146,289.17798022546,296.689358071481,283.601403755573,317.409217460373
121.638517291937,616.623371425738,289.097140274027,290.334634701358,287.66215547502,317.577895748765
123.818666276061,559.927618282133,289.188386321129,292.232860959363,295.309545848277,318.905691825532
125.65002217265,555.873134627719,289.223992560259,291.270374214278,288.207335149652,318.759207625267
122.81041807426,555.030005160362,289.088596554338,295.482267401688,283.415751427618,318.415321820886
125.576874873679,546.704743777456,289.149169823493,291.348832652339,289.595317060927,318.760405779268
125.478208283464,529.179985384765,289.223213457067,291.480662144755,304.152771755529,318.69289499508
122.628422767778,549.358707865032,289.138676806967,293.054379306515,301.044372409744,318.602533551771
122.471853023937,572.037439525368,289.038854440245,288.342389309771,287.899613038288,318.574895841405
123.978684261728,547.002051038025,289.155795460133,293.735259589085,276.992188055979,318.282794261697
123.989830169203,555.617058581671,289.162146428511,292.373647944924,297.618915465071,318.146112111651
122.720020693855,554.703533817598,289.09926033197,293.769467481094,300.075556823503,317.725953248109
119.284678801802,561.177884839744,289.005721551539,289.824545206862,272.70256376549,317.920671629192
122.789284438334,606.611068562216,289.165182202375,295.292391554107,279.94417991012,317.220161708333
120.334037144965,522.890561309528,289.023351174254,293.707555899205,293.820155536309,319.264921424832
124.483207262119,518.797785707473,289.247934509007,294.680540099132,281.267205374877,319.053629888493
120.798607975759,570.239197407106,288.964369526092,291.682937354336,288.093118392206,317.991159059346
123.571827628156,557.671005918933,289.097263574071,293.231942529816,284.582221828517,317.852988519456
121.65560261576,568.634490198611,289.057353514809,295.939802055688,274.826683401998,317.930067616784
123.977421260477,574.051310644157,289.199783836119,290.292443575998,289.192955840306,318.682500775035
122.130399434541,585.461208783854,289.144274800977,292.709138387844,282.252980357942,318.215992854542
123.197359343487,586.433617501433,289.133737787106,293.500660191676,287.257997670026,317.866860251112
121.562355316522,562.637927987448,289.093201482297,293.71985632481,282.669615791594,318.144133420251
121.059357237019,567.56556668303,289.113988809775,291.131595400486,269.339514735055,318.466367388771
124.848904081115,597.638485322279,289.306747634592,295.588489714183,292.089053255829,317.35595295611
124.808316157096,566.889467372312,289.187700629896,295.487571871501,288.093127527964,317.729193822305
123.428934121797,560.619382482448,289.119887966976,297.485421652388,281.514567781215,318.026391517099
124.320902064997,574.723574719388,289.200234571629,292.334873951381,284.920929744326,317.233720264097
123.141744137168,576.717287965196,289.177508524401,287.97625788432,274.727155687364,318.9759730143
122.361346465509,602.576164722092,289.105210464476,292.046342962274,273.852716004538,317.044078256257
122.511425468292,593.374404419768,289.136949827043,290.9781272956,281.825169429148,317.341631393636
121.180868224171,541.445403119687,289.042626384233,291.032736663804,287.927569409145,318.919196135723
121.904851923723,578.939808298268,289.143481913549,293.448266276403,293.823539917153,317.563229714712
122.466390637787,543.668040545361,289.092843711469,289.082201857092,287.615696595736,318.881554778455
122.498435394693,550.491709827237,289.117303184549,292.374828688622,283.581687847848,318.750308657218
123.121107839778,557.144441770286,289.179351134166,295.183262344089,288.941900844798,318.483048846335
123.644867045714,548.453595059424,289.154973712303,297.565650880415,294.310275445395,317.08908256222
121.293196994947,562.620454838188,289.04748793821,291.336437521436,279.447007258765,317.653764681721
123.250182643093,540.914082499361,289.172705133008,292.56939562629,295.268035137746,318.914452909651
123.975225891819,523.560408995546,289.191497354216,292.809922646834,286.927766046371,317.793623708764
124.512915764222,531.065013456763,289.16484832307,295.725038057348,291.926747526568,318.647307167817
123.839147430874,548.2579954517,289.206202126079,291.619508050019,291.181248364247,318.641515569516
124.129866056292,551.567422667931,289.176675876043,293.584098188293,283.414832020984,318.288660329854
125.070039418779,587.420459384518,289.211848407256,294.494755627786,282.165492603809,317.662113320499
121.67210931608,576.777852418941,289.120056114383,293.09239096208,297.011294557163,318.159338299221
124.083728607745,513.131329224351,289.144625596422,293.980165543348,277.697601729594,318.557250183505
121.555112542816,535.128288523285,289.062818148137,293.543727170403,286.471944185082,318.969757933881
122.642050966125,542.224198447692,289.138529728659,293.889379473512,280.382685205803,318.562461186866
122.439998486888,543.467115259394,289.159391418506,294.603040473003,297.933628622331,317.545139669198
123.673184735621,551.053485099562,289.136109667657,291.662902302595,279.780889083723,317.572983157365
122.644133250239,566.354124901317,289.152127654756,292.849821639698,281.971975971469,318.318982806792
122.825788700496,537.155592469487,289.171869689502,297.229433717383,278.776449100839,318.319279920777
123.207152671245,537.179841669269,289.130229652006,290.993557767461,300.627812860206,318.587312051825
122.419249385423,561.961762561136,289.162430196209,293.781954691629,291.028447056869,318.978017739186
123.296901997872,552.801796718536,289.164130831921,293.64345552326,278.663246510147,318.745055282933
125.412270679099,545.354175123437,289.249162373469,295.717946261469,288.07633842047,318.421147053651
120.577646331582,549.633209865072,289.045316594868,291.505881962624,281.377943826964,318.692932120147
127.213480870733,573.388873147084,289.301993159558,296.908210094107,276.42100763158,317.597816822928
124.724309168457,537.634625241868,289.196146696019,290.456948478113,282.341354556339,319.04425817455
122.55400953505,560.576905192996,289.109092434088,294.186853574187,291.411462031931,317.936494816584
123.768364272017,559.548118397801,289.198415453274,290.621142100828,288.211361406421,318.862965594898
121.842161358579,556.683381486509,289.090739633904,293.573881931984,280.057861814393,318.010643472034
121.679065279331,540.399406405869,289.087167954247,295.305376745584,283.894523199319,318.185943418257
123.634096520266,550.665850058604,289.138476267732,293.995350764165,288.735456545909,318.086151329684
122.448349842372,617.465482917033,289.068710570421,296.727047912317,270.436774653863,316.924242234114
123.650485503703,527.394384380849,289.195707278798,294.521948692594,281.283329165459,317.976738225869
122.254658870113,549.645507644332,289.09695397068,298.604918092463,290.727657009353,317.798765712457
120.423269348984,564.787171521967,289.028376037172,292.804264398838,283.222865995458,318.57087022906
122.130800719689,543.147228583273,289.098517749568,294.865095118897,278.475640843923,319.411436050166
119.887731074785,593.639111659105,289.052570196478,295.801181052337,285.35088059216,317.35277949518
122.611731174046,562.669387015943,289.140887142953,292.412767320856,276.695346548558,317.914411434512
122.194033536989,532.481594853808,289.101967359338,298.91071428459,283.350170213338,317.113493421629
123.637563172539,569.014914595688,289.185671461962,296.37867688125,292.782315120572,317.284412460867
121.341541214344,577.870230145926,289.066491850361,297.003068660587,266.13651643762,317.73697213153
121.611623464956,517.850503486364,289.080453267569,294.326372960436,290.946692068527,319.632594564027
120.969225645997,588.048671353019,289.051824367448,295.567895221319,292.717651238622,317.205246124875
122.755921498793,578.966547127571,289.196971175227,292.433917686043,279.448044379386,317.399150032241
123.691955699627,544.109538330668,289.151174565574,293.547862186961,289.033347396826,318.542541265972
122.2028077329,559.069731982469,289.115722931328,293.370968199867,277.323713404899,318.713764904222
122.339374127886,554.660037212397,289.094725988438,292.001425564976,296.495743607985,318.812996551685
121.871154798841,531.688525685163,289.118596179848,297.133685876659,280.297205286672,317.996465302677
120.646070202546,554.154720713127,289.056671852316,293.898307359103,282.159000971644,317.416156443926
124.461843540994,553.145656588146,289.245736597709,294.069268468694,298.264497183246,318.252620635651
123.575389919695,560.580148935325,289.122106403966,293.840164943647,287.178834235057,317.897969152118
122.227425766947,555.037619190529,289.0853416847,293.594404317418,282.21831014843,318.995824508426
124.108967430836,561.213290466905,289.185618047975,293.765065880307,281.232400029287,318.932675677238
121.973942738928,563.590858651393,289.118675643291,292.688572119399,296.201805511146,317.508277866938
121.308441987846,552.186691743678,289.024532781703,297.054929827867,281.499340101028,318.564143747994
121.944425448221,534.546977976055,289.044507213381,293.405582880248,279.815763909922,318.953155080639
123.064024190452,584.451144598822,289.155677365912,295.289453822274,287.252939813993,317.610610676568
124.809725154573,566.787033415254,289.156356836563,296.981478092711,288.352988484637,317.457844056579
122.514804984878,547.234525576762,289.086529651406,289.18385540299,282.391905200285,318.074279279374
123.124202684716,571.323551775532,289.167362819812,291.798867338871,287.706882885931,317.876808087894
122.057060858729,507.576571627234,289.113367081079,295.97079410124,279.323308462989,318.395733244576
125.628277379855,544.214997126852,289.207455415792,296.383436448892,280.804472757165,318.397628191054
122.998676755251,583.069544571298,289.15007494967,293.3070513652,271.373250927332,317.976564483881
120.469232568336,550.998434659537,289.092359729299,291.967581188453,271.912295807835,318.424802116109
120.601061841699,585.920878178947,289.058111489124,293.938133847642,270.320086904496,317.114195661871
122.281455930273,589.486753748728,289.124393178233,294.970637698633,279.161302493123,318.009900480181
123.154143565751,595.144173142272,289.156542298521,293.486328839375,292.120479911799,318.014394592753
123.97005261258,553.866984642227,289.186915819764,294.28210675044,284.607050416674,318.027093637053
122.586782351067,562.589215533336,289.133554119763,291.336075045548,291.040520843555,318.556600197858
122.680631002995,603.098860191982,289.143520123362,293.481498677767,280.739173273997,317.647110358214
120.372794182767,566.801270372229,289.063760940482,290.75062442965,282.328968290118,318.520836449447
121.549136907037,544.242247477217,289.052871053034,291.4373508784,297.492261036063,319.032286513036
123.054870732249,580.244034366743,289.180717771496,293.56529522917,286.485823529117,317.993514818272
121.731787354666,528.96385669703,289.144111702054,298.120034055043,277.290204856482,318.769301998472
122.455559650955,538.649568847301,289.108021451794,293.427531458151,297.535146425851,318.435673812662
121.995127360173,588.451412677848,289.06742787135,293.613359936615,280.983088636915,318.170136804378
121.501079258406,565.451360149923,289.054647747819,291.678011960591,277.501766187186,318.960868880689
122.273356822462,591.794165962026,289.13568562304,292.595526174587,299.311344653104,318.519386566542
122.221471412129,549.700129497613,289.095703601247,298.789699829572,279.071527446,318.526089251517
122.149375289126,561.520179525087,289.112940000969,294.606459503253,281.4571638969,318.448111518387
122.218240940506,558.226985339264,289.023000612266,293.634503631673,282.216634032659,318.59125229462
124.974613359819,549.076392280957,289.180522392738,294.483401489647,300.640520957504,318.404259218921
124.47740794761,534.783500948016,289.267369057335,298.568608782772,289.570002571259,318.71792513587
122.844666352056,545.241982051124,289.104844861862,296.462066143054,296.38711669436,318.273852864292
122.671620975831,520.127676923094,289.143261272976,294.487441547847,284.956158548548,317.930323360913
122.731372847689,545.130380477029,289.083611180765,294.889243077736,301.89599737105,318.196711317293
122.441848543401,541.724383300316,289.144141991149,295.758149613827,285.211158075244,318.621536244277
121.169772614899,560.230950402638,289.063524086592,289.126524036926,287.585753521694,318.016075184333
124.927573998429,561.896459505974,289.159359274442,295.288698198136,279.325844015048,317.669627029045
121.01705190649,547.668891828594,289.061600441249,295.060668224112,279.855792191327,318.671411109862
121.112422399938,608.841391712396,289.124190945457,293.436325426956,277.338318582187,317.136037068137
125.484623961148,557.449854932817,289.268022476451,294.467532925033,293.922991116206,318.358097395663
122.304890866357,602.029499341187,289.100146671549,288.779561059195,278.200094220281,317.903779916751
122.959193431071,566.689929222955,289.067095638691,289.438466461502,294.753041733405,318.716344645813
123.050438891354,568.865244635016,289.180876620752,296.049984002449,301.98136549614,318.294996236737
124.01126185847,577.543731426488,289.2035945972,291.622293573157,280.243074822924,317.631628068451
122.062797242241,563.144601243368,289.115631438419,293.517269349133,279.942867906686,318.275262800081
122.451088785518,583.214567850138,289.133941803362,293.95271983558,276.90863055196,317.871986927367
122.050379482072,591.89319151249,289.121415898894,291.039941245916,281.23475741723,317.925636685367
124.939817724584,558.773690395866,289.269653450801,292.759121064933,291.414684968604,318.319919058311
122.815764602366,534.46778593169,289.110947713132,295.079371637555,300.780485275536,318.590169514449
121.857596931833,549.753434299105,289.140980175776,293.931577274187,287.687824354513,318.551100231689
123.67635982308,575.826323927151,289.160391512381,287.741558047897,280.162609443907,318.946954859512
122.610506153632,514.887662211264,289.139405856544,290.868374615587,290.50219556898,319.748703230382
123.283319354943,550.344390914066,289.126179609796,290.24223325416,287.726652413346,319.026013409135
120.947398209201,572.588093005306,289.071197296768,295.387181453177,282.951192213504,317.414983751381
